<TICKER>,<DATE>,<OPEN_TAR>,<HIGH_TAR>,<LOW_TAR>,<CLOSE_TAR>,<VOL_TAR>,<OPEN_DEP1>,<HIGH_DEP1>,<LOW_DEP1>,<CLOSE_DEP1>
SBER,20120420,93.9200000,95.2900000,93.6400000,95.0000000,122154570,29.5122000,29.5122000,29.5122000,29.5122000
SBER,20120423,94.5500000,94.7100000,91.9800000,92.5400000,117783470,29.5214000,29.5214000,29.5214000,29.5214000
SBER,20120424,92.5900000,93.6100000,91.4400000,92.6500000,119053160,29.4880000,29.4880000,29.4880000,29.4880000
SBER,20120425,93.1500000,94.1300000,93.1500000,93.7500000,101784720,29.4549000,29.4549000,29.4549000,29.4549000
SBER,20120426,94.0400000,94.2800000,91.6100000,92.6200000,98993610,29.2962000,29.2962000,29.2962000,29.2962000
SBER,20120427,92.3500000,94.1200000,91.8500000,93.7900000,116514180,29.2770000,29.2770000,29.2770000,29.2770000
SBER,20120428,93.7500000,94.1600000,93.5200000,93.9500000,14091530,29.4234000,29.4234000,29.4234000,29.4234000
SBER,20120502,94.4200000,95.6900000,93.0600000,93.0600000,106089120,29.3627000,29.3627000,29.3627000,29.3627000
SBER,20120503,93.3000000,93.6400000,92.1200000,92.5500000,106442620,29.3708000,29.3708000,29.3708000,29.3708000
SBER,20120504,92.1400000,92.6400000,90.3200000,90.8300000,154887200,29.4630000,29.4630000,29.4630000,29.4630000
SBER,20120505,90.5300000,90.9800000,90.0900000,90.4200000,23047600,29.5937000,29.5937000,29.5937000,29.5937000
SBER,20120507,89.0200000,89.8700000,86.0000000,88.5000000,85794830,29.8075000,29.8075000,29.8075000,29.8075000
SBER,20120508,89.0300000,90.4000000,87.6300000,89.5300000,104430820,29.8075000,29.8075000,29.8075000,29.8075000
SBER,20120510,89.7200000,91.8400000,89.2700000,91.7900000,111511920,29.8075000,29.8075000,29.8075000,29.8075000
SBER,20120511,90.9400000,91.2200000,89.4600000,91.0400000,104343620,30.1891000,30.1891000,30.1891000,30.1891000
SBER,20120512,90.5000000,91.0900000,90.2100000,90.9900000,18694150,30.2306000,30.2306000,30.2306000,30.2306000
SBER,20120514,90.4800000,90.5500000,87.4200000,87.5500000,105204220,30.1793000,30.1793000,30.1793000,30.1793000
SBER,20120515,87.5200000,88.9000000,86.2200000,88.1900000,170167350,30.2652000,30.2652000,30.2652000,30.2652000
SBER,20120516,86.9500000,87.9100000,86.5000000,86.9100000,181486010,30.3299000,30.3299000,30.3299000,30.3299000
SBER,20120517,87.0000000,87.3000000,79.7900000,80.7100000,305819360,30.9758000,30.9758000,30.9758000,30.9758000
SBER,20120518,78.9000000,81.0800000,75.3000000,78.1900000,391397830,30.9417000,30.9417000,30.9417000,30.9417000
SBER,20120521,78.9500000,82.0500000,78.2500000,81.9500000,205634840,31.3921000,31.3921000,31.3921000,31.3921000
SBER,20120522,82.7100000,83.3600000,80.7000000,82.8200000,185090920,31.1582000,31.1582000,31.1582000,31.1582000
SBER,20120523,81.3400000,81.5000000,78.5700000,78.6500000,188025030,31.0644000,31.0644000,31.0644000,31.0644000
SBER,20120524,79.5300000,81.7700000,77.8000000,81.4400000,224415570,31.3803000,31.3803000,31.3803000,31.3803000
SBER,20120525,81.1700000,82.9000000,79.8500000,79.8700000,175359560,31.6247000,31.6247000,31.6247000,31.6247000
SBER,20120528,80.8500000,81.8600000,79.9500000,80.3700000,104416590,31.7572000,31.7572000,31.7572000,31.7572000
SBER,20120529,80.9600000,84.1700000,80.3100000,84.1400000,217330630,31.8270000,31.8270000,31.8270000,31.8270000
SBER,20120530,83.4200000,83.7900000,81.8400000,82.3800000,206879940,32.0860000,32.0860000,32.0860000,32.0860000
SBER,20120531,82.3700000,83.5200000,80.5200000,81.6900000,261076940,32.4509000,32.4509000,32.4509000,32.4509000
SBER,20120601,81.6000000,82.1500000,77.9500000,78.8600000,195124380,32.9173000,32.9173000,32.9173000,32.9173000
SBER,20120604,77.4700000,78.8700000,76.2500000,78.1000000,163217860,33.7384000,33.7384000,33.7384000,33.7384000
SBER,20120605,78.8800000,79.7900000,77.4000000,78.1100000,133981500,34.0395000,34.0395000,34.0395000,34.0395000
SBER,20120606,78.9600000,80.8400000,77.7700000,80.6200000,178791150,33.2001000,33.2001000,33.2001000,33.2001000
SBER,20120607,81.1000000,83.7500000,79.9100000,83.4400000,210487480,32.7889000,32.7889000,32.7889000,32.7889000
SBER,20120608,82.2000000,82.2300000,80.4100000,81.3800000,179769450,32.1922000,32.1922000,32.1922000,32.1922000
SBER,20120609,81.9800000,82.2800000,81.3700000,81.5800000,27412520,32.7358000,32.7358000,32.7358000,32.7358000
SBER,20120613,82.0200000,83.5000000,81.5000000,83.0400000,148008160,32.5862000,32.5862000,32.5862000,32.5862000
SBER,20120614,82.7300000,83.3600000,82.4800000,83.0500000,95127010,32.7331000,32.7331000,32.7331000,32.7331000
SBER,20120615,83.6300000,84.7700000,83.0600000,84.3400000,138912710,32.5766000,32.5766000,32.5766000,32.5766000
SBER,20120618,85.2400000,86.5900000,85.2400000,86.2000000,148362920,32.3945000,32.3945000,32.3945000,32.3945000
SBER,20120619,85.9200000,87.1200000,85.5300000,86.9600000,117031130,32.1315000,32.1315000,32.1315000,32.1315000
SBER,20120620,86.9500000,87.2600000,85.5100000,85.7300000,91870500,32.5315000,32.5315000,32.5315000,32.5315000
SBER,20120621,84.9800000,86.3900000,84.3600000,85.3600000,123012040,32.5166000,32.5166000,32.5166000,32.5166000
SBER,20120622,84.2300000,84.3500000,83.3800000,83.7600000,109872410,32.9054000,32.9054000,32.9054000,32.9054000
SBER,20120625,83.7000000,83.8900000,81.9200000,82.3000000,103106800,33.5191000,33.5191000,33.5191000,33.5191000
SBER,20120626,82.4000000,84.3400000,82.4000000,83.6000000,103560930,33.1693000,33.1693000,33.1693000,33.1693000
SBER,20120627,83.9500000,84.8400000,83.2500000,84.5000000,95060220,33.1732000,33.1732000,33.1732000,33.1732000
SBER,20120628,84.9500000,84.9800000,82.6500000,82.8000000,106310310,32.8384000,32.8384000,32.8384000,32.8384000
SBER,20120629,84.0300000,86.4600000,84.0200000,86.3900000,133958290,32.9412000,32.9412000,32.9412000,32.9412000
SBER,20120702,86.1900000,88.1400000,85.7600000,87.6500000,124081590,32.8169000,32.8169000,32.8169000,32.8169000
SBER,20120703,87.9600000,91.0700000,87.9600000,90.9400000,146840310,32.5287000,32.5287000,32.5287000,32.5287000
SBER,20120704,90.7700000,91.2500000,89.6500000,91.1000000,74535320,32.4789000,32.4789000,32.4789000,32.4789000
SBER,20120705,90.5900000,92.4300000,89.9500000,90.9200000,171272070,32.2065000,32.2065000,32.2065000,32.2065000
SBER,20120706,90.4400000,91.3700000,88.7500000,89.2000000,127263170,32.4727000,32.4727000,32.4727000,32.4727000
SBER,20120709,88.9000000,90.3700000,88.7000000,90.0200000,99199150,32.6240000,32.6240000,32.6240000,32.6240000
SBER,20120710,89.5500000,91.7500000,89.3600000,91.0000000,114460100,32.9907000,32.9907000,32.9907000,32.9907000
SBER,20120711,90.5300000,90.8600000,89.2700000,90.0100000,113339020,32.9754000,32.9754000,32.9754000,32.9754000
SBER,20120712,89.7900000,90.0900000,88.3700000,88.9200000,106392090,32.8282000,32.8282000,32.8282000,32.8282000
SBER,20120713,89.9500000,91.0800000,89.4200000,90.9800000,95409590,32.7177000,32.7177000,32.7177000,32.7177000
SBER,20120716,91.0000000,91.2800000,90.3500000,90.8500000,71736390,32.6590000,32.6590000,32.6590000,32.6590000
SBER,20120717,91.4400000,92.3400000,91.0000000,91.2200000,113790430,32.6208000,32.6208000,32.6208000,32.6208000
SBER,20120718,91.4900000,92.1500000,91.1100000,91.6000000,68919140,32.4955000,32.4955000,32.4955000,32.4955000
SBER,20120719,92.1500000,92.9000000,91.8600000,92.1500000,101966330,32.4041000,32.4041000,32.4041000,32.4041000
SBER,20120720,91.6400000,91.7800000,90.1200000,90.1200000,81102960,32.0764000,32.0764000,32.0764000,32.0764000
SBER,20120723,89.2600000,89.3000000,85.5100000,86.0000000,150927530,31.9509000,31.9509000,31.9509000,31.9509000
SBER,20120724,86.8600000,86.9900000,84.4300000,84.4500000,139524560,32.3760000,32.3760000,32.3760000,32.3760000
SBER,20120725,83.9900000,87.1800000,83.0100000,86.9000000,204528680,32.6324000,32.6324000,32.6324000,32.6324000
SBER,20120726,87.0000000,88.9500000,86.0700000,88.4500000,155570780,32.9657000,32.9657000,32.9657000,32.9657000
SBER,20120727,89.1000000,90.4400000,88.2400000,90.3100000,114666510,32.6224000,32.6224000,32.6224000,32.6224000
SBER,20120730,90.5300000,91.7500000,90.5000000,91.2400000,89555900,32.2131000,32.2131000,32.2131000,32.2131000
SBER,20120731,91.5000000,91.7300000,89.4100000,89.7300000,104549650,32.1881000,32.1881000,32.1881000,32.1881000
SBER,20120801,89.5000000,90.8900000,89.3000000,89.3900000,92647980,32.2058000,32.2058000,32.2058000,32.2058000
SBER,20120802,89.3900000,91.0700000,87.4000000,88.7900000,154045460,32.3322000,32.3322000,32.3322000,32.3322000
SBER,20120803,88.7800000,91.8700000,88.4500000,91.6600000,126267610,32.4563000,32.4563000,32.4563000,32.4563000
SBER,20120806,91.9200000,94.0700000,91.4000000,93.3000000,184964920,32.5361000,32.5361000,32.5361000,32.5361000
SBER,20120807,92.9700000,94.4400000,92.5600000,93.9700000,115070840,31.9451000,31.9451000,31.9451000,31.9451000
SBER,20120808,93.5100000,94.3000000,92.8200000,93.9400000,94761120,31.6644000,31.6644000,31.6644000,31.6644000
SBER,20120809,94.3900000,95.3500000,93.0100000,93.8700000,110759430,31.6907000,31.6907000,31.6907000,31.6907000
SBER,20120810,93.3300000,93.3500000,91.9500000,92.8500000,88265810,31.4807000,31.4807000,31.4807000,31.4807000
SBER,20120813,93.1200000,94.4400000,92.8600000,93.1800000,95673310,31.8974000,31.8974000,31.8974000,31.8974000
SBER,20120814,93.4600000,94.1500000,93.1100000,93.5800000,74680790,31.8707000,31.8707000,31.8707000,31.8707000
SBER,20120815,93.1500000,93.2000000,91.7200000,92.9800000,115582090,31.7739000,31.7739000,31.7739000,31.7739000
SBER,20120816,93.5100000,93.8000000,92.3300000,92.8200000,80558280,31.8532000,31.8532000,31.8532000,31.8532000
SBER,20120817,93.3300000,93.3900000,92.0100000,92.0500000,80749550,31.9011000,31.9011000,31.9011000,31.9011000
SBER,20120820,92.2600000,92.4500000,91.1200000,91.5200000,93055740,31.8469000,31.8469000,31.8469000,31.8469000
SBER,20120821,91.9400000,93.6000000,91.9300000,93.5700000,95647470,32.0165000,32.0165000,32.0165000,32.0165000
SBER,20120822,92.8000000,93.4500000,92.2300000,92.5500000,82297210,31.9606000,31.9606000,31.9606000,31.9606000
SBER,20120823,93.3600000,95.0500000,92.9000000,93.0400000,150028320,31.8056000,31.8056000,31.8056000,31.8056000
SBER,20120824,92.4900000,93.4700000,92.1700000,92.9100000,100455930,31.6830000,31.6830000,31.6830000,31.6830000
SBER,20120827,93.4400000,93.7500000,92.5100000,92.8100000,75780990,31.8099000,31.8099000,31.8099000,31.8099000
SBER,20120828,92.6700000,94.8000000,92.4800000,94.4800000,130589890,31.8703000,31.8703000,31.8703000,31.8703000
SBER,20120829,94.4900000,95.4800000,94.1300000,94.5400000,126361310,32.0183000,32.0183000,32.0183000,32.0183000
SBER,20120830,94.3500000,94.7900000,93.4200000,93.4900000,78089680,32.0942000,32.0942000,32.0942000,32.0942000
SBER,20120831,93.6200000,94.1800000,93.0000000,93.1600000,85969400,32.2934000,32.2934000,32.2934000,32.2934000
SBER,20120903,93.2100000,94.5000000,93.1700000,94.0800000,59484330,32.5669000,32.5669000,32.5669000,32.5669000
SBER,20120904,94.1600000,94.7300000,93.0300000,93.0900000,77443520,32.4171000,32.4171000,32.4171000,32.4171000
SBER,20120905,92.8600000,93.1300000,92.2200000,92.8500000,92952810,32.1995000,32.1995000,32.1995000,32.1995000
SBER,20120906,93.1600000,94.1700000,92.4500000,93.9500000,143754920,32.4608000,32.4608000,32.4608000,32.4608000
SBER,20120907,94.3200000,95.7600000,93.6200000,93.8600000,158445820,32.1998000,32.1998000,32.1998000,32.1998000
SBER,20120910,93.5900000,94.6100000,93.2800000,94.4400000,78995670,32.0142000,32.0142000,32.0142000,32.0142000
SBER,20120911,93.7200000,94.2400000,93.3700000,94.0300000,77004720,31.7221000,31.7221000,31.7221000,31.7221000
SBER,20120912,94.2900000,94.4900000,93.4000000,93.5800000,94837320,31.7768000,31.7768000,31.7768000,31.7768000
SBER,20120913,93.4100000,93.7100000,92.4000000,92.7500000,80475750,31.4780000,31.4780000,31.4780000,31.4780000
SBER,20120914,95.0000000,98.0900000,94.7700000,97.0500000,248699330,31.3992000,31.3992000,31.3992000,31.3992000
SBER,20120917,96.3300000,96.3800000,94.4800000,95.5700000,214996760,30.8181000,30.8181000,30.8181000,30.8181000
SBER,20120918,95.0100000,96.6700000,94.5700000,94.7500000,145992970,30.5867000,30.5867000,30.5867000,30.5867000
SBER,20120919,94.9000000,95.2800000,92.8100000,93.7800000,314020690,30.8795000,30.8795000,30.8795000,30.8795000
SBER,20120920,93.1400000,93.9700000,92.6200000,93.7700000,135015670,30.8634000,30.8634000,30.8634000,30.8634000
SBER,20120921,94.4500000,94.6000000,93.5800000,94.1600000,109905710,31.5758000,31.5758000,31.5758000,31.5758000
SBER,20120924,93.8300000,94.2000000,93.3300000,94.1700000,70179270,31.1667000,31.1667000,31.1667000,31.1667000
SBER,20120925,94.3500000,94.4600000,93.4600000,93.7500000,86568620,31.2513000,31.2513000,31.2513000,31.2513000
SBER,20120926,93.0000000,93.1400000,90.5600000,90.7500000,121419110,31.1608000,31.1608000,31.1608000,31.1608000
SBER,20120927,91.4500000,91.6400000,89.4500000,90.0700000,128127810,31.2221000,31.2221000,31.2221000,31.2221000
SBER,20120928,90.9600000,91.3000000,90.2300000,90.9900000,115490570,31.1951000,31.1951000,31.1951000,31.1951000
SBER,20121001,90.6100000,92.3400000,90.6100000,92.3300000,96784670,30.9169000,30.9169000,30.9169000,30.9169000
SBER,20121002,91.9900000,92.2400000,91.1400000,91.9000000,92136890,31.2538000,31.2538000,31.2538000,31.2538000
SBER,20121003,91.5400000,92.6400000,90.9400000,91.9200000,92081460,31.1350000,31.1350000,31.1350000,31.1350000
SBER,20121004,92.3000000,92.4700000,90.7500000,91.4700000,88267580,31.1944000,31.1944000,31.1944000,31.1944000
SBER,20121005,92.0100000,93.5200000,91.7100000,93.0200000,105254800,31.1210000,31.1210000,31.1210000,31.1210000
SBER,20121008,92.7000000,92.8900000,92.2000000,92.6000000,67806000,30.9744000,30.9744000,30.9744000,30.9744000
SBER,20121009,92.9700000,93.0800000,92.0600000,92.6300000,66706290,31.0777000,31.0777000,31.0777000,31.0777000
SBER,20121010,92.2300000,92.4700000,91.8200000,92.2900000,76514760,31.0994000,31.0994000,31.0994000,31.0994000
SBER,20121011,91.8300000,92.9500000,91.8000000,92.6400000,67024750,31.2017000,31.2017000,31.2017000,31.2017000
SBER,20121012,92.4400000,92.5700000,91.2500000,91.5000000,64370620,31.1667000,31.1667000,31.1667000,31.1667000
SBER,20121015,91.5000000,92.2700000,90.9500000,91.2800000,60275810,30.9738000,30.9738000,30.9738000,30.9738000
SBER,20121016,92.0800000,92.1900000,91.1100000,92.1900000,68724890,31.0791000,31.0791000,31.0791000,31.0791000
SBER,20121017,92.2100000,93.3100000,92.1000000,93.1200000,87469120,30.9493000,30.9493000,30.9493000,30.9493000
SBER,20121018,93.2400000,94.0700000,93.1800000,93.7000000,87782720,30.7964000,30.7964000,30.7964000,30.7964000
SBER,20121019,93.5000000,93.6500000,92.7200000,93.1900000,54562390,30.7195000,30.7195000,30.7195000,30.7195000
SBER,20121022,92.7000000,94.3800000,92.6000000,94.1000000,74239530,30.7823000,30.7823000,30.7823000,30.7823000
SBER,20121023,93.8100000,94.0600000,93.0700000,93.5900000,82184240,30.9084000,30.9084000,30.9084000,30.9084000
SBER,20121024,94.0300000,94.2000000,92.8000000,93.3800000,70541610,31.1171000,31.1171000,31.1171000,31.1171000
SBER,20121025,93.3300000,93.8300000,92.7600000,92.8900000,55994440,31.3039000,31.3039000,31.3039000,31.3039000
SBER,20121026,92.1900000,92.3100000,91.3600000,91.9500000,74106240,31.2499000,31.2499000,31.2499000,31.2499000
SBER,20121029,91.6500000,92.1900000,91.1200000,91.7000000,42503850,31.4780000,31.4780000,31.4780000,31.4780000
SBER,20121030,91.2600000,92.2500000,91.1200000,91.2000000,53629350,31.4373000,31.4373000,31.4373000,31.4373000
SBER,20121031,91.3200000,92.2000000,91.2000000,91.7900000,51847120,31.5252000,31.5252000,31.5252000,31.5252000
SBER,20121101,91.6000000,92.0600000,90.2000000,91.8400000,75161480,31.3743000,31.3743000,31.3743000,31.3743000
SBER,20121102,91.9800000,92.6400000,91.4800000,91.9500000,65728930,31.3666000,31.3666000,31.3666000,31.3666000
SBER,20121106,91.8000000,91.9200000,91.1100000,91.3400000,44597180,31.3817000,31.3817000,31.3817000,31.3817000
SBER,20121107,91.7300000,91.7700000,89.7100000,89.9500000,73967910,31.5195000,31.5195000,31.5195000,31.5195000
SBER,20121108,89.2500000,89.8900000,85.9000000,86.3400000,164639890,31.3033000,31.3033000,31.3033000,31.3033000
SBER,20121109,85.9500000,86.3200000,84.8200000,85.8000000,94249320,31.5146000,31.5146000,31.5146000,31.5146000
SBER,20121112,86.0300000,86.9500000,85.2500000,86.7800000,59365110,31.4962000,31.4962000,31.4962000,31.4962000
SBER,20121113,86.3400000,86.3400000,84.0500000,84.3100000,98566270,31.6053000,31.6053000,31.6053000,31.6053000
SBER,20121114,85.0200000,85.5000000,83.7500000,84.7200000,92789130,31.7164000,31.7164000,31.7164000,31.7164000
SBER,20121115,84.0000000,86.3600000,83.8500000,86.0900000,69973470,31.7267000,31.7267000,31.7267000,31.7267000
SBER,20121116,85.8200000,86.6100000,85.2100000,85.9800000,64316470,31.6919000,31.6919000,31.6919000,31.6919000
SBER,20121119,86.6100000,87.6000000,86.1200000,87.3400000,78867650,31.7184000,31.7184000,31.7184000,31.7184000
SBER,20121120,87.4600000,87.7500000,86.6800000,87.0000000,51026130,31.6677000,31.6677000,31.6677000,31.6677000
SBER,20121121,86.5000000,88.0700000,86.1000000,87.8800000,59928270,31.4263000,31.4263000,31.4263000,31.4263000
SBER,20121122,88.0100000,88.2800000,87.3000000,88.0100000,52348400,31.4218000,31.4218000,31.4218000,31.4218000
SBER,20121123,88.2700000,89.4100000,88.1700000,89.3100000,73966170,31.1525000,31.1525000,31.1525000,31.1525000
SBER,20121126,89.4100000,90.1300000,89.0200000,89.2000000,67017030,31.1325000,31.1325000,31.1325000,31.1325000
SBER,20121127,89.6300000,89.8400000,88.9000000,89.2000000,51604270,31.0201000,31.0201000,31.0201000,31.0201000
SBER,20121128,88.7500000,88.7900000,87.4000000,87.7300000,87915990,30.9410000,30.9410000,30.9410000,30.9410000
SBER,20121129,88.8100000,88.9000000,87.7300000,87.9100000,64228830,31.1408000,31.1408000,31.1408000,31.1408000
SBER,20121130,87.7700000,91.6000000,87.3000000,91.4100000,229650300,31.0565000,31.0565000,31.0565000,31.0565000
SBER,20121203,91.4500000,92.8000000,90.8400000,92.8000000,96633380,30.8110000,30.8110000,30.8110000,30.8110000
SBER,20121204,92.1600000,92.6100000,91.5700000,91.8400000,67350750,30.8365000,30.8365000,30.8365000,30.8365000
SBER,20121205,92.2500000,93.9500000,92.1700000,93.8300000,99875290,30.9940000,30.9940000,30.9940000,30.9940000
SBER,20121206,93.6800000,94.1100000,93.1000000,93.5800000,62149560,30.8235000,30.8235000,30.8235000,30.8235000
SBER,20121207,93.7500000,93.8500000,92.0200000,93.2000000,90540320,30.9107000,30.9107000,30.9107000,30.9107000
SBER,20121210,93.4100000,94.1900000,92.7700000,93.5900000,71602460,30.9670000,30.9670000,30.9670000,30.9670000
SBER,20121211,93.5700000,93.8700000,93.1100000,93.5200000,53149320,30.8686000,30.8686000,30.8686000,30.8686000
SBER,20121212,93.7600000,94.1000000,93.6000000,93.8600000,49028390,30.7506000,30.7506000,30.7506000,30.7506000
SBER,20121213,93.6600000,93.8400000,92.6800000,93.3900000,68455430,30.7321000,30.7321000,30.7321000,30.7321000
SBER,20121214,93.2700000,93.8600000,93.0300000,93.4200000,47460350,30.6034000,30.6034000,30.6034000,30.6034000
SBER,20121217,93.5600000,93.6000000,93.0100000,93.5400000,44620530,30.6892000,30.6892000,30.6892000,30.6892000
SBER,20121218,94.0000000,95.3000000,93.9400000,95.1100000,81259850,30.7696000,30.7696000,30.7696000,30.7696000
SBER,20121219,95.3800000,96.0300000,94.4500000,94.5300000,76413320,30.9859000,30.9859000,30.9859000,30.9859000
SBER,20121220,94.0100000,94.8500000,93.6000000,94.6900000,62180770,30.7606000,30.7606000,30.7606000,30.7606000
SBER,20121221,93.6500000,93.9900000,93.1700000,93.5000000,50857670,30.7592000,30.7592000,30.7592000,30.7592000
SBER,20121224,93.1600000,93.2000000,92.3300000,92.5000000,36085150,30.7194000,30.7194000,30.7194000,30.7194000
SBER,20121225,92.6500000,93.1100000,92.3800000,92.3800000,19820530,30.8046000,30.8046000,30.8046000,30.8046000
SBER,20121226,92.4000000,92.5500000,91.6000000,92.3500000,30125340,30.5926000,30.5926000,30.5926000,30.5926000
SBER,20121227,92.4500000,93.5100000,92.2200000,92.8200000,40235010,30.6150000,30.6150000,30.6150000,30.6150000
SBER,20121228,92.8900000,93.3400000,92.4000000,92.9400000,39928090,30.4808000,30.4808000,30.4808000,30.4808000
SBER,20130108,96.5000000,98.5000000,96.1200000,98.3700000,92329970,30.3727000,30.3727000,30.3727000,30.3727000
SBER,20130109,98.4100000,98.6500000,97.8100000,98.2300000,59776760,30.3727000,30.3727000,30.3727000,30.3727000
SBER,20130110,98.3500000,98.5500000,97.9600000,98.4100000,47627940,30.4215000,30.4215000,30.4215000,30.4215000
SBER,20130111,98.8000000,99.7600000,98.4800000,99.5600000,71837780,30.3650000,30.3650000,30.3650000,30.3650000
SBER,20130114,99.7200000,101.2700000,99.5700000,100.9900000,83853170,30.2537000,30.2537000,30.2537000,30.2537000
SBER,20130115,100.7000000,101.0000000,99.7800000,99.8500000,79826300,30.2607000,30.2607000,30.2607000,30.2607000
SBER,20130116,99.9300000,100.1300000,99.1900000,99.9700000,67724860,30.2556000,30.2556000,30.2556000,30.2556000
SBER,20130117,99.9000000,101.3300000,99.5400000,101.1500000,83700880,30.3399000,30.3399000,30.3399000,30.3399000
SBER,20130118,101.5100000,103.5500000,101.5000000,103.4800000,109787610,30.3431000,30.3431000,30.3431000,30.3431000
SBER,20130121,103.5500000,103.9500000,102.7800000,103.6400000,77530220,30.2065000,30.2065000,30.2065000,30.2065000
SBER,20130122,103.7000000,103.8500000,102.0700000,102.3500000,85466960,30.2970000,30.2970000,30.2970000,30.2970000
SBER,20130123,102.7300000,103.6500000,102.1800000,103.4500000,91691290,30.1950000,30.1950000,30.1950000,30.1950000
SBER,20130124,103.0600000,103.0700000,101.9200000,102.4800000,81560080,30.2292000,30.2292000,30.2292000,30.2292000
SBER,20130125,102.4000000,103.8500000,101.9300000,103.6700000,86472330,30.1648000,30.1648000,30.1648000,30.1648000
SBER,20130128,103.9600000,107.1200000,103.9300000,106.9000000,141118960,30.0451000,30.0451000,30.0451000,30.0451000
SBER,20130129,107.2000000,108.3000000,106.1500000,106.5500000,131139260,30.0782000,30.0782000,30.0782000,30.0782000
SBER,20130130,107.1800000,108.4700000,106.9500000,107.8000000,120986410,30.1513000,30.1513000,30.1513000,30.1513000
SBER,20130131,107.5000000,109.6400000,106.6200000,109.5900000,205445720,30.0277000,30.0277000,30.0277000,30.0277000
SBER,20130201,109.5700000,110.4700000,107.7700000,108.3600000,114469060,30.0161000,30.0161000,30.0161000,30.0161000
SBER,20130204,108.7700000,109.1500000,107.2000000,107.2000000,69727400,29.9966000,29.9966000,29.9966000,29.9966000
SBER,20130205,106.8000000,108.1500000,106.6700000,107.7500000,55293380,29.9251000,29.9251000,29.9251000,29.9251000
SBER,20130206,108.2600000,110.0800000,106.3900000,106.8000000,102253660,30.1231000,30.1231000,30.1231000,30.1231000
SBER,20130207,106.7300000,107.2900000,105.2300000,105.6500000,90056520,29.9598000,29.9598000,29.9598000,29.9598000
SBER,20130208,105.9800000,107.6300000,105.0100000,107.0800000,80053050,30.0496000,30.0496000,30.0496000,30.0496000
SBER,20130211,107.0100000,108.4500000,107.0000000,107.0400000,57988870,30.1575000,30.1575000,30.1575000,30.1575000
SBER,20130212,106.5800000,109.2400000,106.5600000,108.4800000,105868450,30.1590000,30.1590000,30.1590000,30.1590000
SBER,20130213,109.1700000,109.3400000,107.8000000,108.8000000,73464860,30.1713000,30.1713000,30.1713000,30.1713000
SBER,20130214,108.6600000,111.5000000,107.2700000,107.6200000,140588190,30.0692000,30.0692000,30.0692000,30.0692000
SBER,20130215,107.8200000,107.9800000,105.0500000,105.0800000,98467720,30.0773000,30.0773000,30.0773000,30.0773000
SBER,20130218,105.1500000,106.3800000,104.3800000,106.2300000,64846740,30.1139000,30.1139000,30.1139000,30.1139000
SBER,20130219,106.1400000,108.7300000,105.9400000,108.7300000,82990210,30.1258000,30.1258000,30.1258000,30.1258000
SBER,20130220,108.8800000,109.0000000,107.0000000,107.8200000,76069960,30.1277000,30.1277000,30.1277000,30.1277000
SBER,20130221,106.3100000,106.8900000,105.4900000,106.7400000,78886710,30.0502000,30.0502000,30.0502000,30.0502000
SBER,20130222,107.0600000,107.4800000,105.9500000,106.1200000,51230610,30.2337000,30.2337000,30.2337000,30.2337000
SBER,20130225,106.3500000,107.0000000,105.6100000,106.6100000,43029540,30.3596000,30.3596000,30.3596000,30.3596000
SBER,20130226,105.3400000,105.3700000,103.4400000,104.1400000,94301080,30.3368000,30.3368000,30.3368000,30.3368000
SBER,20130227,104.4100000,104.7600000,102.8500000,103.4500000,59392750,30.5889000,30.5889000,30.5889000,30.5889000
SBER,20130228,104.3000000,104.8000000,103.5300000,104.5700000,68756200,30.6202000,30.6202000,30.6202000,30.6202000
SBER,20130301,104.0000000,104.2900000,102.6000000,103.0900000,60583260,30.5124000,30.5124000,30.5124000,30.5124000
SBER,20130304,102.8000000,103.4300000,102.1500000,102.9000000,52357040,30.6381000,30.6381000,30.6381000,30.6381000
SBER,20130305,103.6600000,104.4400000,103.2900000,103.9100000,82989310,30.7870000,30.7870000,30.7870000,30.7870000
SBER,20130306,104.4100000,105.8900000,104.2900000,105.3300000,64897190,30.6963000,30.6963000,30.6963000,30.6963000
SBER,20130307,105.3500000,105.9600000,104.9100000,105.3100000,46172090,30.6214000,30.6214000,30.6214000,30.6214000
SBER,20130311,106.1300000,107.4800000,106.1200000,106.7800000,80335560,30.7628000,30.7628000,30.7628000,30.7628000
SBER,20130312,106.8800000,107.0800000,105.6100000,106.0700000,57798160,30.7576000,30.7576000,30.7576000,30.7576000
SBER,20130313,105.7500000,106.0500000,104.3600000,104.4300000,69858760,30.7499000,30.7499000,30.7499000,30.7499000
SBER,20130314,104.4300000,105.5500000,103.7500000,104.8100000,70584390,30.7209000,30.7209000,30.7209000,30.7209000
SBER,20130315,105.6400000,105.9400000,104.2800000,104.4200000,65919740,30.7769000,30.7769000,30.7769000,30.7769000
SBER,20130318,102.5000000,102.5900000,99.3000000,100.4600000,139009010,30.7196000,30.7196000,30.7196000,30.7196000
SBER,20130319,100.4000000,101.3000000,98.8600000,99.7200000,112397770,30.8908000,30.8908000,30.8908000,30.8908000
SBER,20130320,99.7200000,102.4400000,99.4300000,102.3800000,125991340,30.8285000,30.8285000,30.8285000,30.8285000
SBER,20130321,102.7900000,103.5200000,101.5700000,101.7000000,83211720,30.9446000,30.9446000,30.9446000,30.9446000
